#SampleID,Treatment_study,Treatment,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia
G04P3B,4wk.p,p,0.00013308,0.00013308,0.000199621,0.03054197,0.090228566,0.005323219,0.02774728,0.03603154,0.005389759,0.349835313,0.138037728,0.001197724,0.003692983,0.000199621,0.107196327,0.000299431,0.114482483,0.000299431,0.000632132,0.001763316,0.007851748,0.002461989,0.000166351,0.002096018,0.000232891,0.0000333,0.001530426,0,0.0000998,0.0000333,0.007652128,0.008916392,0.00552284,0.00013308,0.0000333,0.002395449,0.000166351,0.014805203,0.012210134,0.001563696,0.000399241,0.010812789,0.002295638
G05P3C,4wk.p,p,0.010553698,0.001672241,0.000483092,0.043998514,0.18034188,0.015013006,0.019323671,0.11189149,0.006391676,0.298030472,0.003567447,0.001040505,0.010219249,0.001597919,0.004756596,0.000111483,0.066146414,0.000706057,0.000297287,0.001672241,0.014567075,0.0000372,0.0000372,0.001746563,0.000297287,0.000111483,0.00122631,0,0,0.0000372,0.011780007,0.010182088,0.006503159,0.000222965,0.000706057,0.026384244,0,0.04793757,0.006614641,0.000891862,0.000854701,0.003493125,0.083946488
G06P3C,4wk.p,p,0.00279916,0.013922139,0.000405142,0.031416891,0.127177636,0.006334942,0.012117417,0.008323819,0.003793599,0.53051453,0.008471143,0.000441973,0.002725498,0.0000737,0.002467681,0.0000368,0.015284888,0.000184155,0.0000368,0.004603882,0.003277964,0.000147324,0,0.000184155,0.000110493,0.0000368,0.001252256,0,0.0000737,0,0.001767891,0.001473242,0.001104932,0.000110493,0.000110493,0.084969246,0.000147324,0.002983316,0.032043019,0.0000368,0.002615005,0.000552466,0.091893485
G07P3D,4wk.p,p,0.014068518,0.002959659,0.000162173,0.073484695,0.052219745,0.016136225,0.006588283,0.067524833,0.000973039,0.15315224,0.167382931,0.000425704,0.009669572,0.000973039,0.296371376,0.0000203,0.054084735,0.000283803,0.00024326,0.001763633,0.004196229,0.004540847,0.0000405,0.000385161,0.000750051,0.0000608,0.000567606,0,0.0000811,0.0000203,0.005108453,0.003243462,0.002675856,0.0000203,0.0000608,0.001439286,0.000466248,0.016399757,0.010743969,0.000141901,0.000952767,0.003527265,0.020656801
G08P3D,4wk.p,p,0.003813531,0.002925899,0.000263002,0.072522848,0.070944835,0.011177592,0.005391544,0.027187849,0.008711947,0.226937997,0.093563022,0.001150634,0.105825498,0.000657505,0.063580775,0.0000986,0.1243014,0.00062463,0.000493129,0.001578013,0.024426327,0.000131501,0.0000329,0.001413637,0.000328753,0.000756131,0.003188901,0.0000329,0,0.0000658,0.012525478,0.014399369,0.010552962,0.000230127,0.0000329,0.0030574,0.000131501,0.006706555,0.008744822,0.002794398,0.00667368,0.004997041,0.07147084
G09P3E,4wk.p,p,0.0000521,0.000208583,0.000365021,0.08703134,0.068728164,0.005266726,0.012775721,0.026959378,0.00584033,0.180580904,0.153360797,0.002242269,0.123011941,0.000312875,0.054700944,0.001512228,0.135161913,0.000312875,0.000573604,0.001460082,0.038848621,0.001929395,0.0000521,0.001929395,0.000365021,0.000260729,0.00980341,0.0000521,0,0.000104292,0.008969078,0.01105491,0.004015227,0.0000521,0.000469312,0.001355791,0,0.013192887,0.005058143,0.005162434,0.001929395,0.019502529,0.007300412
G10P3E,4wk.p,p,0.0000601,0.000300282,0.000480452,0.04960663,0.090805357,0.011050387,0.009669089,0.049666687,0.004203952,0.125397874,0.173142754,0.00186175,0.152963786,0.000120113,0.026184614,0.008828299,0.169058915,0.000180169,0.000540508,0.000780734,0.037114888,0.006005645,0,0.001441355,0.000180169,0.000660621,0.003483274,0.0000601,0,0,0.009368807,0.014593718,0.007687226,0.000300282,0.0000601,0.00084079,0,0.007927452,0.0037235,0.003843613,0.001501411,0.007326887,0.006005645
H01L3F,4wk.l,l,0.0007881,0.0000985,0.0000985,0.02561324,0.060831445,0.010491577,0.004285292,0.054428135,0.006157029,0.142646045,0.146931337,0.001428431,0.228253374,0.0000985,0.002856861,0.008373559,0.162151512,0.000246281,0.000295537,0.000886612,0.049896562,0.01019604,0,0.002659836,0.000295537,0.000147769,0.001970249,0.0000985,0,0.000147769,0.013791745,0.015466457,0.009210915,0.0000985,0.0000493,0.00118215,0.0000493,0.007831741,0.002955374,0.001674712,0.002709093,0.002906118,0.012215545
H02L3F,4wk.l,l,0.029776853,0.000645763,0.0000718,0.020520916,0.081366148,0.002798307,0.003013561,0.014135036,0.00789266,0.553992968,0.00394633,0.000861017,0.01183899,0,0.005668365,0,0.086532252,0.000215254,0.000143503,0.000717515,0.033220923,0.00100452,0,0.001650283,0.000358757,0.000287006,0.002439549,0,0,0.0000718,0.005668365,0.008036163,0.003587573,0,0,0.031355385,0.0000718,0.001291526,0.022171199,0.000574012,0.003802827,0.004663844,0.024826003
H03L3G,4wk.l,l,0.001590872,0.000329146,0.000109715,0.015469856,0.027593395,0.00186516,0.002907455,0.00652806,0.00861265,0.656426573,0.034450601,0.000384004,0.009106369,0.0000549,0.00768007,0.001371441,0.077842997,0.000109715,0.0000549,0.000548576,0.013056119,0.0000549,0.000274288,0.002523452,0.007954358,0.0000549,0.002852598,0,0,0.0000549,0.004114323,0.005485764,0.002468594,0.000109715,0,0.004169181,0,0.001481156,0.01234297,0.001042295,0.001316583,0.001810302,0.080037303
H04L3G,4wk.l,l,0.000956739,0.000499168,0.000124792,0.011023295,0.021672213,0.00203827,0.003327787,0.007487521,0.005282862,0.474833611,0.119925125,0.000124792,0.071381032,0.0000416,0.004076539,0.001164725,0.130657238,0.000332779,0.000291181,0.001123128,0.042595674,0.000166389,0.0000416,0.006572379,0.000332779,0.00062396,0.002787022,0.0000416,0.0000832,0.000207987,0.006780366,0.012063228,0.008943428,0.000124792,0.000166389,0.003036606,0,0.000956739,0.010482529,0.001206323,0.002329451,0.002204659,0.036855241
H05L3H,4wk.l,l,0.010046245,0.000584702,0.0000532,0.046510392,0.067612821,0.008929995,0.020942965,0.018763621,0.006910115,0.393504492,0.003348748,0.000372083,0.021793441,0.0000532,0.017806836,0.000265774,0.068356987,0.000425238,0.000159464,0.001435178,0.027321533,0.0000532,0.0000532,0.002338808,0.000159464,0.001063095,0.002445118,0,0.0000532,0.000106309,0.00494339,0.005209164,0.007601127,0.000106309,0,0.019082549,0,0.002126189,0.013341838,0.00100994,0.001488333,0.010418328,0.200499654
H06L3H,4wk.l,l,0.004540725,0.000472992,0.000236496,0.015845237,0.059124019,0.00241226,0.006479992,0.016933119,0.008466559,0.440544887,0.004020433,0.000141898,0.122646864,0,0.006243496,0.0000946,0.099659446,0.000425693,0.000472992,0.001466276,0.041623309,0.0000946,0.0000473,0.003169047,0.000141898,0.001371677,0.002364961,0.000141898,0.0000473,0.000236496,0.016743922,0.016129032,0.006007,0.000331095,0,0.010736922,0,0.003121748,0.01262889,0.004020433,0.00420963,0.00420963,0.07648283
H07L3I,4wk.l,l,0.001668778,0.000556259,0.000123613,0.016965914,0.039092679,0.008003956,0.04845638,0.036620415,0.004542786,0.13881764,0.223152755,0.001236132,0.144503847,0.000154517,0.015729782,0.004511882,0.072097407,0.0000618,0.000247226,0.00037084,0.015606168,0.0000618,0.0000309,0.001267035,0.000123613,0.0000927,0.000896196,0.0000309,0.0000618,0.0000309,0.00383201,0.006489694,0.006242467,0.0000927,0.0000618,0.019623598,0,0.012052288,0.011310609,0.002132328,0.001916005,0.002874007,0.154114775
H08L3I,4wk.l,l,0.002503313,0.000883522,0.0000736,0.010970402,0.0307024,0.003165955,0.005448388,0.008172581,0.008540716,0.472905316,0.006994552,0.00117803,0.075614784,0.0000736,0.018627595,0,0.160948314,0.000220881,0.000368134,0.002356059,0.021499043,0.001325283,0,0.004712119,0.000294507,0.000220881,0.003828597,0,0,0,0.006111029,0.015903402,0.004564865,0.0000736,0,0.027021057,0,0.001251657,0.016566043,0.003165955,0.003681343,0.002503313,0.072743337
H09L3J,4wk.l,l,0.005349559,0.0000817,0.0000408,0.006697158,0.073097027,0.016007841,0.013516825,0.057742568,0.003103561,0.235584776,0.198015354,0.001265926,0.006370467,0.000367527,0.006166286,0.000367527,0.094821954,0.000122509,0.000163345,0.00077589,0.017192094,0.0000408,0.0000408,0.006329631,0.010699118,0,0.002613525,0.0000817,0.000122509,0.0000817,0.011189154,0.01490526,0.013394316,0.000163345,0,0.011352499,0,0.116955243,0.012046717,0.001306762,0.001347599,0.004287814,0.053291408
H10L3J,4wk.l,l,0.002610442,0.000133869,0,0.005957162,0.035341365,0.004417671,0.004685408,0.021485944,0.00167336,0.492369478,0.108232932,0.000267738,0.006961178,0.000200803,0.013855422,0,0.073159304,0.000200803,0.0000669,0.00107095,0.024096386,0,0,0.002677376,0.001874163,0.0000669,0.002074967,0,0,0,0.006157965,0.008500669,0.021151272,0.000133869,0,0.016666667,0,0.00896921,0.036880857,0.001539491,0.000736278,0.004149933,0.085274431
